招聘主题,用人单位,发布日期,浏览次数
视觉应用工程师,普达迪泰（成都）智造研究院有限公司,2021-11-11,107
电气设计工程师,普达迪泰（成都）智造研究院有限公司,2021-11-11,111
技术员/工艺员,金川集团镍盐有限公司,2021-11-11,111
算法工程师（北京）,深圳小库科技有限公司,2021-11-11,113
算法工程师（北京-实习）,深圳小库科技有限公司,2021-11-11,120
机器视觉算法工程师,普达迪泰（成都）智造研究院有限公司,2021-11-11,129
管培生,湖南高阳通联信息技术有限公司,2021-11-11,116
嵌入式系统开发工程师,桂林星空建腾电子科技有限公司,2021-11-10,121
产品工程师,桂林星空建腾电子科技有限公司,2021-11-10,113
外贸业务助理（贸易培训生）,江苏苏美达五金工具有限公司,2021-11-10,114
助理硬件工程师（研发培训生）,江苏苏美达五金工具有限公司,2021-11-10,117
射频工程师,北京宏动科技有限公司,2021-11-10,125
硬件工程师,北京宏动科技有限公司,2021-11-10,126
软件工程师,北京宏动科技有限公司,2021-11-10,126
结构设计工程师,桂林星空建腾电子科技有限公司,2021-11-10,132
助理嵌入式软件工程师（研发培训生）,江苏苏美达五金工具有限公司,2021-11-10,115
嵌入式软件工程师,广东化一环境科技有限公司,2021-11-10,114
结构工程师,北京宏动科技有限公司,2021-11-10,130
工艺工程师,北京宏动科技有限公司,2021-11-10,121
后端开发工程师,上海木蚁机器人科技有限公司,2021-11-10,259
AI/大数据工程师,广东化一环境科技有限公司,2021-11-10,118
助理算法工程师（研发培训生）,江苏苏美达五金工具有限公司,2021-11-10,110
助理物联网工程师（研发培训生）,江苏苏美达五金工具有限公司,2021-11-10,115
现场应用工程师,北京升宇科技有限公司,2021-11-10,111
mcu工程师,广东化一环境科技有限公司,2021-11-10,118
硬件工程师,广东化一环境科技有限公司,2021-11-10,114
Java开发工程师,广东化一环境科技有限公司,2021-11-10,136
web开发工程师,广东化一环境科技有限公司,2021-11-10,111
项目助理,广东化一环境科技有限公司,2021-11-10,122
市场专员,广东化一环境科技有限公司,2021-11-10,113
IC验证工程师,北京升宇科技有限公司,2021-11-10,114
电源应用工程师,北京升宇科技有限公司,2021-11-10,110
模拟/混合集成电路设计/验证工程师,北京升宇科技有限公司,2021-11-10,115
东方航空2022全球校园招聘正式启动,中国东方航空股份有限公司,2021-11-10,118
北京未尔锐创科技有限公司2022届校园招聘,成都未尔科技有限公司,2021-11-10,119
成都中电锦江信息产业有限公司2022年校园招聘,成都中电锦江信息产业有限公司,2021-11-10,117
专业技术员,中国能源建设集团安徽电力建设第二工程有限公司,2021-11-10,110
研发工程师,北京握奇数据股份有限公司,2021-11-09,118
销售工程师,北京握奇数据股份有限公司,2021-11-09,145
合成研究员,上海予君生物科技发展有限公司,2021-11-09,109
北京未尔锐创科技有限公司2022届校园招聘,北京未尔锐创科技有限公司,2021-11-09,114
市场专员,厦门二维进化网络技术有限公司,2021-11-09,108
Java开发工程师,厦门二维进化网络技术有限公司,2021-11-09,108
前端开发工程师,厦门二维进化网络技术有限公司,2021-11-09,111
ios开发工程师,厦门二维进化网络技术有限公司,2021-11-09,113
安卓开发工程师,厦门二维进化网络技术有限公司,2021-11-09,114
软件测试工程师,厦门二维进化网络技术有限公司,2021-11-09,128
UI设计师,厦门二维进化网络技术有限公司,2021-11-09,109
数据仓库工程师,厦门二维进化网络技术有限公司,2021-11-09,107
数据分析师,厦门二维进化网络技术有限公司,2021-11-09,108
文案策划师,厦门二维进化网络技术有限公司,2021-11-09,106
大学教师,山西工商学院,2021-11-09,117
运营经理（超市/百货/购物中心方向）,天虹数科商业股份有限公司,2021-11-09,129
营销策划经理,天虹数科商业股份有限公司,2021-11-09,117
初级财务顾问,上海玛泽会计师事务所（普通合伙）,2021-11-09,113
数据分析师,上海玛泽会计师事务所（普通合伙）,2021-11-09,113
设计师,陕西凌云电器集团有限公司,2021-11-08,132
SMT电子工程师,仁宝信息技术（昆山）有限公司,2021-11-08,116
初级PE工程师,英华利汽车模具系统（深圳）有限公司,2021-11-08,121
翻译助理,英华利汽车模具系统（深圳）有限公司,2021-11-08,121
人力资源管理岗,大禹节水集团股份有限公司,2021-11-08,154
营销专业岗,大禹节水集团股份有限公司,2021-11-08,111
运营管理岗,大禹节水集团股份有限公司,2021-11-08,108
SMT工程师,仁宝信息技术（昆山）有限公司,2021-11-08,117
电子技术类岗-多岗位多地可选-10w+,广州金升阳科技有限公司,2021-11-08,134
国内海外销售工程师-多地可选10w+,广州金升阳科技有限公司,2021-11-08,134
知识产权规划与研究/情报研究/软件开发/信息规划/信息化项目建设/工业网络安全/智能化改造/档案编研/会计,中国航天科工集团六院情报信息研究中心,2021-11-06,127
渠道销售工程师,TCL华瑞照明科技（惠州）有限公司,2021-11-06,124
北京极智嘉Geek+ 2022届校园招聘,北京极智嘉科技股份有限公司,2021-11-05,124
硬/软件设计师,天津航空机电有限公司,2021-11-05,128
业务支持助理,开思时代科技（深圳）有限公司,2021-11-05,182
用户运营助理,开思时代科技（深圳）有限公司,2021-11-05,178
实验助理,翌圣生物科技（上海）股份有限公司,2021-11-05,122
数据运营助理,开思时代科技（深圳）有限公司,2021-11-05,188
蛋白研究员,翌圣生物科技（上海）股份有限公司,2021-11-05,119
制剂主管,翌圣生物科技（上海）股份有限公司,2021-11-05,116
业务规划助理,开思时代科技（深圳）有限公司,2021-11-05,189
成本管控助理,开思时代科技（深圳）有限公司,2021-11-05,193
纯化主管,翌圣生物科技（上海）股份有限公司,2021-11-05,108
流程管理助理,开思时代科技（深圳）有限公司,2021-11-05,170
显示算法负责人,甬江实验室,2021-11-05,117
VR 3D引擎科学家,甬江实验室,2021-11-05,128
安卓高级软件负责人,甬江实验室,2021-11-05,118
软件助理实施顾问,西门子工业软件（上海）有限公司,2021-11-05,136
人体感知与视觉科学家,甬江实验室,2021-11-05,119
先进显示技术研发负责人,甬江实验室,2021-11-05,125
显示驱动面板设计负责人,甬江实验室,2021-11-05,116
深度学习/计算机视觉工程师,智洋创新科技股份有限公司,2021-11-05,125
机器学习工程师,智洋创新科技股份有限公司,2021-11-05,153
显示背板制程器件工程负责人,甬江实验室,2021-11-05,112
显示驱动IC设计负责人,甬江实验室,2021-11-05,114
IT 工程师 （服务器）,甬江实验室,2021-11-05,115
Java开发工程师,智洋创新科技股份有限公司,2021-11-05,124
硬件工程师,智洋创新科技股份有限公司,2021-11-05,122
嵌入式软件工程师,智洋创新科技股份有限公司,2021-11-05,119
实验室管理员,甬江实验室,2021-11-05,128
C++开发工程师,智洋创新科技股份有限公司,2021-11-05,121
Android开发工程师,智洋创新科技股份有限公司,2021-11-05,123
硬件测试工程师,智洋创新科技股份有限公司,2021-11-05,117
软件测试工程师,智洋创新科技股份有限公司,2021-11-05,117
机器学习负责人,甬江实验室,2021-11-05,138
嵌入式系统负责人,甬江实验室,2021-11-05,135
电路负责人,甬江实验室,2021-11-05,112
硬件原型开发负责人,甬江实验室,2021-11-05,109
图形图像算法科学家,甬江实验室,2021-11-05,113
软件助理实施顾问,西门子工业软件（上海）有限公司,2021-11-05,113
电子工程师/技术员,北京未磁科技有限公司,2021-11-05,118
ISP 图像算法负责人,甬江实验室,2021-11-05,130
应用工程师,北京未磁科技有限公司,2021-11-05,125
显示、光学测试负责人,甬江实验室,2021-11-05,116
【网易有道】Android开发工程师,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,198
【网易有道】iOS开发工程师,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,187
【网易有道】前端开发工程师,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,198
Junior Auditor 初级审计员,上海玛泽会计师事务所（普通合伙）,2021-11-05,108
【网易有道】JAVA开发工程师,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,178
【网易有道】C++开发工程师,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,193
【网易有道】测试开发工程师,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,174
【网易有道】语音算法工程师,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,167
【网易有道】NLP算法工程师,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,171
【网易有道】广告算法工程师,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,172
【网易有道】产品策划,网易有道信息技术（江苏）有限公司西安分公司,2021-11-05,189
人工智能算法工程师,龙盈智达（北京）科技有限公司,2021-11-04,114
数据挖掘与建模工程师,龙盈智达（北京）科技有限公司,2021-11-04,110
研发工程师,龙盈智达（北京）科技有限公司,2021-11-04,112
风控策略分析师,龙盈智达（北京）科技有限公司,2021-11-04,110
产品经理（金融方向）,龙盈智达（北京）科技有限公司,2021-11-04,115
测试工程师,龙盈智达（北京）科技有限公司,2021-11-04,114
管培生,龙盈智达（北京）科技有限公司,2021-11-04,130
教师,洛阳职业技术学院,2021-11-04,132
硕博岗,中铁十一局集团有限公司,2021-11-04,111
模拟IC设计工程师（电源方向）,百星微电子科技（上海）有限公司,2021-11-04,112
模拟IC设计工程师（信号链方向）,百星微电子科技（上海）有限公司,2021-11-04,110
数字IC设计工程师,百星微电子科技（上海）有限公司,2021-11-04,110
现场应用工程师（FAE）,百星微电子科技（上海）有限公司,2021-11-04,113
超潜管培生（证券研究方向）,锐方（上海）私募基金管理有限公司,2021-11-04,25
DFT设计工程师,建瓴半导体（广州）有限责任公司,2021-11-04,175
广州珠江职业技术学院2021年人才招聘,广州珠江职业技术学院,2021-11-03,110
应急管理部上海消防研究所 2022年招聘简章,应急管理部上海消防研究所,2021-11-03,122
Software Development Engineer,北京领创智信科技有限公司,2021-11-03,104
Web前端工程师,北京领创智信科技有限公司,2021-11-03,104
Python开发工程师,北京领创智信科技有限公司,2021-11-03,112
大数据研发工程师,北京领创智信科技有限公司,2021-11-03,105
统计程序师I(可实习）,北京康特瑞科统计科技有限责任公司,2021-11-03,184
生物统计师I(可实习）,北京康特瑞科统计科技有限责任公司,2021-11-03,190
数据建库师I,北京康特瑞科统计科技有限责任公司,2021-11-03,186
软件开发工程师,中国联合网络通信有限公司东莞市分公司,2021-11-03,95
后端开发工程师,杭州硕磐智能科技有限公司,2021-11-03,104
前端开发工程师,杭州硕磐智能科技有限公司,2021-11-03,97
